date,action,old_pos,new_pos,delta,price,forecast,equity
2002-09-11,ADD,-807.5735,-885.6399,-78.0664,58.97,-11.85,114058.21
2002-09-13,ADD,-885.6399,-985.7513,-100.1114,58.02,-12.45,114894.87
2002-09-18,ADD,-985.7513,-1153.3488,-167.5976,56.26,-13.47,116629.74
2002-09-20,ADD,-1153.3488,-1285.5089,-132.1601,54.82,-14.21,118287.89
2002-09-23,ADD,-1285.5089,-1389.2327,-103.7238,54.37,-14.85,118864.39
2002-09-24,ADD,-1389.2327,-1500.2418,-111.009,53.5,-15.48,120083.38
2002-09-25,REDUCE,-1500.2418,-1323.5221,176.7197,54.82,-14.51,118094.18
2002-09-27,REDUCE,-1323.5221,-1202.5212,121.0009,53.78,-14.11,119470.56
2002-09-30,ADD,-1202.5212,-1330.289,-127.7679,53.16,-14.75,120220.83
2002-10-01,REDUCE,-1330.289,-901.7391,428.55,55.71,-12.12,116822.88
2002-10-03,ADD,-901.7391,-988.215,-86.4759,53.5,-12.88,118821.46
2002-10-04,ADD,-988.215,-1069.9296,-81.7146,52.52,-13.44,119791.28
2002-10-07,ADD,-1069.9296,-1163.7708,-93.8412,51.43,-14.04,120952.62
2002-10-10,REDUCE,-1163.7708,-1042.1321,121.6387,52.41,-13.37,119818.06
2002-10-11,REDUCE,-1042.1321,-800.1454,241.9867,54.7,-11.81,117427.03
2002-10-15,REDUCE,-800.1454,-630.8279,169.3175,57.65,-10.56,115065.97
2002-10-23,ADD,-630.8279,-699.6004,-68.7726,58.63,-10.94,114450.97
2002-10-29,ADD,-699.6004,-772.9392,-73.3388,57.57,-11.3,115192.14
2002-11-11,ADD,-772.9392,-887.7685,-114.8293,57.36,-11.53,115347.88
2002-11-19,ADD,-887.7685,-1008.0219,-120.2534,58.73,-11.94,114136.18
2002-11-21,REDUCE,-1008.0219,-873.887,134.1349,61.15,-10.99,111692.43
2002-12-06,ADD,-873.887,-971.1203,-97.2332,59.81,-10.7,112862.45
2002-12-16,REDUCE,-971.1203,-869.9955,101.1247,59.57,-9.82,113102.31
2002-12-19,ADD,-869.9955,-1001.6044,-131.6089,57.95,-10.46,114510.28
2002-12-26,ADD,-1001.6044,-1121.271,-119.6667,58.38,-10.91,114074.58
2003-01-02,REDUCE,-1121.271,-880.2383,241.0328,59.48,-9.55,112844.25
2003-01-16,ADD,-880.2383,-989.5902,-109.3519,60.1,-9.46,112298.06
2003-01-23,ADD,-989.5902,-1103.9903,-114.4001,57.94,-9.81,114437.48
2003-02-05,ADD,-1103.9903,-1223.7887,-119.7984,55.42,-10.58,117220.78
2003-02-07,ADD,-1223.7887,-1408.8249,-185.0362,54.49,-11.44,118363.8
2003-02-11,ADD,-1408.8249,-1546.8438,-138.0189,54.49,-12.08,118354.6
2003-02-13,ADD,-1546.8438,-1719.2883,-172.4445,53.79,-12.8,119445.73
2003-02-14,REDUCE,-1719.2883,-1426.8942,292.3941,54.96,-11.71,117424.47
2003-02-18,REDUCE,-1426.8942,-1283.2749,143.6193,55.93,-11.2,116045.12
2003-02-20,ADD,-1283.2749,-1428.4508,-145.1759,55.08,-11.9,117134.73
2003-03-03,ADD,-1428.4508,-1572.0841,-143.6333,54.92,-12.58,117358.7
2003-03-06,ADD,-1572.0841,-1737.8685,-165.7844,54.05,-13.24,118734.51
2003-03-13,REDUCE,-1737.8685,-1244.9621,492.9065,54.77,-11.25,117474.61
2003-03-17,REDUCE,-1244.9621,-983.8297,261.1323,56.68,-10.08,115100.24
2003-03-24,REDUCE,-983.8297,-787.7565,196.0733,56.85,-8.87,114933.47
2003-03-28,ADD,-787.7565,-923.1192,-135.3627,56.86,-9.31,114923.16
2003-04-02,REDUCE,-923.1192,-769.0077,154.1115,57.79,-8.37,114069.6
2003-04-08,ADD,-769.0077,-880.3659,-111.3582,57.83,-8.74,114034.29
2003-04-22,REDUCE,-880.3659,-757.1057,123.2602,59.9,-7.53,112215.73
2003-05-09,REDUCE,-757.1057,-632.3395,124.7662,61.47,-5.59,111029.09
2003-05-19,REDUCE,-632.3395,-472.4039,159.9356,60.76,-4.19,111476.95
2003-05-30,REDUCE,-472.4039,-330.6403,141.7636,63.58,-2.78,110144.84
2003-06-05,REDUCE,-330.6403,-198.8943,131.7459,65.35,-1.61,109559.4
2003-06-11,REDUCE,-198.8943,-44.4341,154.4603,65.77,-0.36,109474.63
2003-06-17,FLIP,-44.4341,113.1531,157.5872,66.67,0.95,109435.0
2003-06-24,ADD,113.1531,265.8085,152.6554,64.84,2.15,109228.41
2003-07-08,ADD,265.8085,392.9893,127.1808,66.57,3.39,109688.5
2003-07-15,ADD,392.9893,541.5142,148.5249,66.15,4.41,109522.97
2003-07-30,ADD,541.5142,702.7564,161.2422,65.26,5.51,109041.84
2003-08-15,ADD,702.7564,861.1355,158.3791,65.56,6.2,109254.61
2003-08-21,ADD,861.1355,1043.3525,182.217,66.32,7.01,109906.36
2003-08-27,ADD,1043.3525,1231.6928,188.3403,65.91,7.74,109473.74
2003-09-04,ADD,1231.6928,1399.3698,167.677,68.06,8.56,112124.56
2003-09-12,ADD,1399.3698,1607.0232,207.6534,67.43,9.63,111240.35
2003-09-24,REDUCE,1607.0232,1296.9841,-310.0391,66.8,9.0,110233.64
2003-10-01,REDUCE,1296.9841,968.6698,-328.3143,67.44,7.81,111064.82
2003-10-06,ADD,968.6698,1103.7731,135.1032,68.62,8.36,112203.95
2003-10-08,ADD,1103.7731,1248.8723,145.0992,68.71,8.98,112306.06
2003-10-10,ADD,1248.8723,1411.1527,162.2805,69.09,9.66,112776.39
2003-10-14,ADD,1411.1527,1598.5588,187.4061,69.55,10.4,113428.95
2003-10-16,ADD,1598.5588,1787.0716,188.5129,69.64,11.13,113576.84
2003-10-30,ADD,1787.0716,1955.2804,168.2087,69.63,11.94,113565.02
2003-11-04,ADD,1955.2804,2257.5101,302.2297,69.87,12.92,114030.07
2003-11-06,ADD,2257.5101,2479.0998,221.5897,70.3,13.67,114984.61
2003-11-19,REDUCE,2479.0998,2257.0009,-222.0989,69.19,13.37,112232.98
2003-11-24,REDUCE,2257.0009,1964.7391,-292.2618,69.76,12.39,113530.27
2003-11-26,ADD,1964.7391,2193.0878,228.3487,70.28,13.0,114542.75
2003-12-03,ADD,2193.0878,2474.3902,281.3024,70.8,13.88,115687.45
2003-12-10,ADD,2474.3902,2670.4884,196.0982,70.51,14.63,114984.49
2003-12-11,REDUCE,2670.4884,2437.9555,-232.5329,71.31,14.03,117101.71
2003-12-12,ADD,2437.9555,2630.8535,192.898,71.45,14.49,117439.92
2003-12-17,ADD,2630.8535,2926.8696,296.0161,71.68,15.39,118065.6
2003-12-18,REDUCE,2926.8696,2713.3801,-213.4895,72.49,14.86,120424.79
2003-12-22,ADD,2713.3801,2927.0636,213.6836,72.79,15.48,121246.1
2003-12-23,ADD,2927.0636,3154.0717,227.0081,72.84,16.06,121382.05
2003-12-26,ADD,3154.0717,3550.2678,396.1961,72.82,17.21,121319.29
2003-12-29,REDUCE,3550.2678,3069.233,-481.0347,73.79,16.1,124759.94
2003-12-30,ADD,3069.233,3361.4525,292.2195,73.8,16.73,124800.78
2003-12-31,ADD,3361.4525,3586.3255,224.873,73.87,17.39,125023.8
2004-01-02,ADD,3586.3255,3811.3063,224.9808,73.83,18.01,124904.75
2004-01-05,REDUCE,3811.3063,3555.8572,-255.449,74.64,17.54,127966.05
2004-01-06,ADD,3555.8572,3888.3771,332.5198,74.71,18.25,128225.59
2004-01-07,ADD,3888.3771,4144.6857,256.3086,74.96,18.96,129206.35
2004-01-08,ADD,4144.6857,4428.5506,283.8649,75.26,19.67,130444.39
2004-01-09,REDUCE,4428.5506,4010.8852,-417.6654,74.6,18.74,127534.23
2004-01-16,ADD,4010.8852,4400.1434,389.2583,75.83,20.0,132433.15
2004-01-22,ADD,4400.1434,4643.2938,243.1504,76.2,20.0,134097.94
2004-01-26,REDUCE,4643.2938,4274.1865,-369.1073,76.91,20.0,137395.74
2004-01-27,REDUCE,4274.1865,4009.2278,-264.9587,76.12,19.48,134019.58
2004-01-28,REDUCE,4009.2278,3478.2652,-530.9626,75.25,18.41,130533.32
2004-01-30,ADD,3478.2652,3814.3786,336.1133,75.33,19.6,130787.25
2004-02-03,ADD,3814.3786,4092.2233,277.8448,75.53,20.0,131546.91
2004-02-06,REDUCE,4092.2233,3779.1438,-313.0795,75.97,19.75,133366.73
2004-02-09,ADD,3779.1438,4037.0096,257.8658,75.99,20.0,133442.05
2004-02-23,ADD,4037.0096,4285.7104,248.7008,76.06,20.0,133736.86
2004-02-26,ADD,4285.7104,4578.1489,292.4385,76.3,20.0,134732.43
2004-03-05,ADD,4578.1489,4871.4527,293.3038,77.25,20.0,139108.76
2004-03-08,REDUCE,4871.4527,4444.9243,-426.5284,76.31,20.0,134516.88
2004-03-10,REDUCE,4444.9243,3787.8031,-657.1212,74.73,20.0,127494.63
2004-03-11,REDUCE,3787.8031,3347.2065,-440.5966,73.76,19.13,123823.81
2004-03-12,REDUCE,3347.2065,2732.4917,-614.7148,74.73,17.47,127067.64
2004-03-17,REDUCE,2732.4917,2424.3693,-308.1224,75.04,16.11,127902.06
2004-03-18,ADD,2424.3693,2590.9765,166.6073,75.06,16.46,127950.29
2004-03-19,REDUCE,2590.9765,2389.9941,-200.9825,73.98,15.72,125162.99
2004-03-25,REDUCE,2389.9941,2075.8567,-314.1374,73.94,14.54,125067.49
2004-04-05,ADD,2075.8567,2310.7697,234.913,76.78,14.73,130971.85
2004-04-07,ADD,2310.7697,2549.1818,238.4122,76.36,15.46,129986.73
2004-04-12,ADD,2549.1818,2763.2721,214.0903,76.48,16.14,130309.39
2004-04-13,REDUCE,2763.2721,2456.8609,-306.4112,75.41,15.13,127345.96
2004-04-15,ADD,2456.8609,2628.2422,171.3814,75.25,15.72,126936.85
2004-04-20,REDUCE,2628.2422,2280.2291,-348.0131,74.55,14.47,125116.0
2004-04-22,REDUCE,2280.2291,1949.0706,-331.1585,76.1,13.43,128655.07
2004-04-26,ADD,1949.0706,2205.7965,256.7258,76.07,14.11,128590.15
2004-05-03,REDUCE,2205.7965,1945.7999,-259.9965,74.71,13.21,125578.06
2004-05-10,REDUCE,1945.7999,1787.3682,-158.4318,72.49,12.3,121274.91
2004-05-21,ADD,1787.3682,1955.333,167.9648,73.15,11.92,122441.68
2004-05-25,REDUCE,1955.333,1664.9906,-290.3424,74.51,10.85,125098.74
2004-05-28,ADD,1664.9906,1895.7257,230.7351,75.18,11.36,126218.92
2004-06-07,REDUCE,1895.7257,1654.105,-241.6207,76.4,10.55,128542.45
2004-06-16,ADD,1654.105,1825.1021,170.9971,75.94,11.04,127771.15
2004-06-18,ADD,1825.1021,2018.2197,193.1176,75.97,11.61,127825.6
2004-06-24,ADD,2018.2197,2216.404,198.1843,76.48,12.1,128851.11
2004-06-29,ADD,2216.404,2407.6696,191.2657,76.16,12.68,128154.61
2004-07-01,REDUCE,2407.6696,2092.1513,-315.5183,75.51,11.72,126577.13
2004-07-12,ADD,2092.1513,2311.4817,219.3304,74.73,12.16,124954.62
2004-07-14,ADD,2311.4817,2512.8838,201.4021,74.56,12.52,124552.87
2004-07-20,REDUCE,2512.8838,2087.0061,-425.8777,74.64,11.19,124754.56
2004-07-21,REDUCE,2087.0061,1605.5813,-481.4248,73.26,9.62,121880.2
2004-08-05,REDUCE,1605.5813,1362.6914,-242.8899,72.47,8.06,120613.56
2004-08-09,REDUCE,1362.6914,1195.1235,-167.5679,71.54,7.36,119338.13
2004-08-10,REDUCE,1195.1235,995.1251,-199.9984,72.46,6.62,120440.73
2004-08-18,REDUCE,995.1251,821.8174,-173.3077,73.56,5.49,121538.47
2004-08-27,ADD,821.8174,1020.2939,198.4765,74.51,5.93,122318.68
2004-09-10,ADD,1020.2939,1213.7379,193.4441,75.59,6.57,123416.9
2004-09-17,ADD,1213.7379,1471.5557,257.8178,75.96,7.42,123872.11
2004-10-01,REDUCE,1471.5557,1069.9843,-401.5713,76.3,6.34,124366.05
2004-10-06,ADD,1069.9843,1273.3407,203.3564,76.99,7.02,125105.92
2004-10-26,REDUCE,1273.3407,885.0723,-388.2684,74.88,5.6,122421.7
2004-11-09,ADD,885.0723,1108.8166,223.7443,78.47,6.75,125594.64
2004-11-12,ADD,1108.8166,1297.6404,188.8237,79.75,7.63,127016.42
2004-11-17,ADD,1297.6404,1477.5319,179.8915,79.84,8.5,127139.64
2004-11-24,ADD,1477.5319,1754.4563,276.9244,79.75,9.74,127000.34
2004-11-30,ADD,1754.4563,2061.2712,306.8149,79.38,10.82,126350.71
2004-12-06,ADD,2061.2712,2356.8107,295.5395,80.27,11.88,128182.59
2004-12-14,ADD,2356.8107,2627.8783,271.0676,81.33,12.97,130690.0
2004-12-16,ADD,2627.8783,3019.4186,391.5403,81.34,14.08,130725.32
2004-12-22,ADD,3019.4186,3252.5514,233.1327,81.64,14.96,131620.1
2004-12-23,ADD,3252.5514,3490.7996,238.2482,81.7,15.56,131818.0
2004-12-28,ADD,3490.7996,3734.7823,243.9827,81.98,16.32,132786.34
2004-12-29,ADD,3734.7823,4035.1222,300.3398,82.1,16.97,133241.19
2004-12-31,ADD,4035.1222,4408.2409,373.1187,81.77,17.93,131903.56
2005-01-04,REDUCE,4408.2409,3393.7178,-1014.5231,80.39,15.93,125819.79
2005-01-06,REDUCE,3393.7178,3175.2306,-218.4872,80.24,15.75,125314.72
2005-01-07,ADD,3175.2306,3384.7808,209.5502,80.13,16.16,124949.48
2005-01-14,REDUCE,3384.7808,3176.0247,-208.7561,79.99,15.67,124491.52
2005-01-18,REDUCE,3176.0247,2798.6728,-377.3519,80.82,14.64,127134.33
2005-01-19,REDUCE,2798.6728,2602.0804,-196.5924,79.98,13.94,124767.7
2005-01-26,ADD,2602.0804,2816.3792,214.2988,79.31,14.44,123024.99
2005-01-28,ADD,2816.3792,3093.8399,277.4607,79.44,14.97,123406.0
2005-02-04,REDUCE,3093.8399,2821.8966,-271.9433,81.34,14.1,129266.36
2005-02-07,ADD,2821.8966,3038.405,216.5084,81.23,14.51,128960.97
2005-02-15,ADD,3038.405,3283.6421,245.237,81.95,15.16,131139.72
2005-02-16,ADD,3283.6421,3509.4375,225.7955,82.0,15.66,131317.57
2005-02-17,REDUCE,3509.4375,3255.4607,-253.9768,81.34,15.08,128990.78
2005-02-22,REDUCE,3255.4607,2532.1749,-723.2858,80.23,13.36,125401.01
2005-02-25,REDUCE,2532.1749,2229.8819,-302.293,82.15,12.61,130248.96
2005-03-02,ADD,2229.8819,2453.0358,223.1539,81.97,13.18,129856.7
2005-03-04,REDUCE,2453.0358,2255.5818,-197.454,83.03,12.71,132445.52
2005-03-07,ADD,2255.5818,2445.7467,190.1648,83.07,13.17,132537.09
2005-03-09,REDUCE,2445.7467,2264.1873,-181.5594,81.84,12.74,129525.75
2005-03-28,ADD,2264.1873,2496.4045,232.2172,79.67,13.05,124625.4
2005-03-30,REDUCE,2496.4045,1869.9148,-626.4897,80.26,11.19,126100.46
2005-04-01,ADD,1869.9148,2059.9729,190.0581,79.75,11.49,125147.99
2005-04-13,REDUCE,2059.9729,1875.5549,-184.418,79.67,10.51,124966.09
2005-04-14,REDUCE,1875.5549,1644.4376,-231.1173,78.63,9.81,123017.17
2005-04-15,REDUCE,1644.4376,1448.9408,-195.4968,77.53,9.14,121207.88
2005-04-20,REDUCE,1448.9408,1209.5964,-239.3444,77.29,8.02,120863.48
2005-04-21,REDUCE,1209.5964,847.9151,-361.6813,78.79,6.7,122678.98
2005-05-26,ADD,847.9151,1022.8929,174.9778,81.53,6.5,125005.54
2005-06-03,ADD,1022.8929,1200.8311,177.9382,81.6,7.19,125075.02
2005-06-08,ADD,1200.8311,1426.0236,225.1925,81.44,7.92,124879.25
2005-06-13,ADD,1426.0236,1627.0163,200.9928,81.89,8.54,125528.15
2005-06-15,ADD,1627.0163,1838.1714,211.1551,82.24,9.14,126091.7
2005-06-17,ADD,1838.1714,2055.2522,217.0808,82.76,9.76,127040.26
2005-06-21,ADD,2055.2522,2357.822,302.5698,82.83,10.56,127194.46
2005-06-23,REDUCE,2357.822,1819.7118,-538.1102,81.73,9.33,124605.9
2005-07-08,REDUCE,1819.7118,1512.7878,-306.9241,82.73,8.56,126417.55
2005-07-13,ADD,1512.7878,1809.7391,296.9513,83.49,9.44,127562.59
2005-07-15,ADD,1809.7391,2043.4731,233.734,83.77,10.14,128068.57
2005-07-20,ADD,2043.4731,2272.3236,228.8505,84.17,10.89,128904.6
2005-07-26,ADD,2272.3236,2491.481,219.1574,84.11,11.64,128749.66
2005-08-03,ADD,2491.481,2892.1366,400.6556,85.05,12.91,131094.26
2005-08-04,REDUCE,2892.1366,2659.4185,-232.7181,84.37,12.4,129122.14
2005-08-16,REDUCE,2659.4185,2199.7131,-459.7054,83.34,11.46,126383.77
2005-08-19,ADD,2199.7131,2477.8292,278.1161,83.51,12.24,126773.76
2005-08-23,ADD,2477.8292,2750.5194,272.6902,83.36,12.82,126385.07
2005-08-24,REDUCE,2750.5194,2532.9926,-217.5269,82.61,12.26,124340.73
2005-08-29,REDUCE,2532.9926,2254.8586,-278.1339,82.98,11.54,125273.42
2005-08-31,REDUCE,2254.8586,1822.1393,-432.7193,83.59,10.29,126641.92
2005-09-02,ADD,1822.1393,2055.4126,233.2733,83.38,10.79,126256.7
2005-09-06,REDUCE,2055.4126,1755.7042,-299.7084,84.35,10.0,128261.01
2005-09-08,ADD,1755.7042,1967.0355,211.3313,84.22,10.53,128021.59
2005-09-19,ADD,1967.0355,2194.8418,227.8063,84.29,11.19,128174.43
2005-09-21,REDUCE,2194.8418,1928.4884,-266.3533,82.8,10.48,124897.76
2005-09-27,ADD,1928.4884,2219.0284,290.5399,83.24,11.09,125742.98
2005-10-04,REDUCE,2219.0284,1992.9755,-226.0529,83.01,10.32,125241.57
2005-10-05,REDUCE,1992.9755,1664.4199,-328.5555,81.92,9.42,123071.46
2005-10-14,REDUCE,1664.4199,1357.3344,-307.0855,81.27,7.89,121977.23
2005-10-19,REDUCE,1357.3344,895.5669,-461.7675,82.03,6.18,123009.04
2005-10-20,REDUCE,895.5669,750.7357,-144.8313,80.58,5.53,121715.01
2005-10-24,REDUCE,750.7357,615.9724,-134.7632,82.15,4.92,122892.3
2005-11-09,ADD,615.9724,776.9198,160.9474,83.81,5.33,123917.32
2005-11-15,ADD,776.9198,942.7367,165.8169,84.4,6.02,124369.55
2005-11-21,ADD,942.7367,1117.9933,175.2566,86.12,6.8,125996.46
2005-11-25,ADD,1117.9933,1386.056,268.0626,87.06,7.87,127045.31
2005-12-05,ADD,1386.056,1584.493,198.437,86.68,8.91,126523.29
2005-12-08,ADD,1584.493,1800.2287,215.7357,86.29,9.71,125893.95
2005-12-12,ADD,1800.2287,2039.8977,239.669,86.59,10.45,126448.78
2005-12-15,ADD,2039.8977,2277.0313,237.1335,87.27,11.21,127831.64
2005-12-21,ADD,2277.0313,2626.095,349.0638,86.76,12.33,126674.82
2005-12-23,ADD,2626.095,2869.7655,243.6704,87.27,12.94,127994.56
2005-12-27,REDUCE,2869.7655,2429.0373,-440.7282,86.38,11.91,125445.88
2006-01-03,REDUCE,2429.0373,1599.5678,-829.4695,87.23,9.87,127502.77
2006-01-05,ADD,1599.5678,1831.3512,231.7834,87.69,10.49,128251.68
2006-01-10,ADD,1831.3512,2079.8155,248.4643,88.74,11.35,130167.99
2006-01-12,ADD,2079.8155,2285.4423,205.6268,88.67,12.03,130024.83
2006-01-17,ADD,2285.4423,2520.9242,235.4819,88.35,12.8,129285.31
2006-01-20,REDUCE,2520.9242,1742.1737,-778.7506,86.72,10.71,125189.56
2006-01-25,ADD,1742.1737,1936.4131,194.2395,87.2,11.42,126017.12
2006-02-02,REDUCE,1936.4131,1734.9595,-201.4536,87.36,10.8,126337.07
2006-02-21,ADD,1734.9595,1973.2261,238.2666,88.46,11.41,128236.17
2006-02-24,ADD,1973.2261,2223.734,250.5079,89.09,12.2,129485.93
2006-03-01,REDUCE,2223.734,2009.6386,-214.0954,89.06,11.72,129424.72
2006-03-03,ADD,2009.6386,2212.53,202.8914,88.64,12.24,128580.77
2006-03-08,ADD,2212.53,2453.6434,241.1134,88.29,12.95,127788.71
2006-03-10,REDUCE,2453.6434,2149.6275,-304.0159,88.53,12.13,128379.92
2006-03-17,ADD,2149.6275,2476.0027,326.3752,90.28,12.95,132152.69
2006-03-23,ADD,2476.0027,2684.4501,208.4474,89.93,13.63,131280.11
2006-03-27,ADD,2684.4501,2992.9359,308.4858,89.87,14.47,131112.96
2006-04-03,ADD,2992.9359,3353.9231,360.9872,89.67,15.4,130513.22
2006-04-06,ADD,3353.9231,3641.8138,287.8908,90.45,15.98,133155.81
2006-04-07,REDUCE,3641.8138,3053.9247,-587.8891,89.53,14.64,129808.02
2006-04-17,ADD,3053.9247,3270.6729,216.7482,88.93,15.26,127950.53
2006-04-18,REDUCE,3270.6729,2146.7518,-1123.9211,90.34,12.39,132562.09
2006-04-19,ADD,2146.7518,2344.99,198.2382,90.51,12.74,132933.17
2006-04-21,ADD,2344.99,2641.7281,296.738,90.65,13.54,133257.23
2006-04-26,ADD,2641.7281,2970.2838,328.5557,90.13,14.44,131887.81
2006-05-02,REDUCE,2970.2838,2727.0036,-243.2802,90.81,13.88,133899.77
2006-05-09,ADD,2727.0036,3077.4541,350.4506,91.66,14.67,136237.0
2006-05-11,REDUCE,3077.4541,2615.2689,-462.1853,90.51,13.53,132684.87
2006-05-12,REDUCE,2615.2689,2130.896,-484.3729,89.33,12.31,129593.8
2006-05-17,REDUCE,2130.896,1611.2426,-519.6533,87.68,10.63,126073.74
2006-05-24,REDUCE,1611.2426,1398.8768,-212.3658,87.21,9.57,125316.44
2006-05-25,REDUCE,1398.8768,1200.9299,-197.9469,88.28,8.76,126824.81
2006-05-30,REDUCE,1200.9299,1020.0795,-180.8504,87.16,7.88,125471.81
2006-06-01,REDUCE,1020.0795,881.9359,-138.1436,88.98,7.27,127326.07
2006-06-15,REDUCE,881.9359,568.2853,-313.6506,87.17,5.19,125735.09
2006-06-29,REDUCE,568.2853,452.2269,-116.0584,88.35,4.06,126407.76
2006-07-11,ADD,452.2269,596.5562,144.3293,88.45,4.59,126451.71
2006-07-19,REDUCE,596.5562,442.2477,-154.3085,87.26,3.64,125739.36
2006-08-08,ADD,442.2477,586.9661,144.7184,88.45,4.15,126267.45
2006-08-21,ADD,586.9661,771.4389,184.4728,90.34,4.99,127375.83
2006-08-24,ADD,771.4389,938.5462,167.1073,90.01,5.65,127118.76
2006-08-29,ADD,938.5462,1130.2704,191.7242,90.65,6.35,127724.7
2006-09-01,ADD,1130.2704,1335.4469,205.1766,91.24,7.1,128383.79
2006-09-14,ADD,1335.4469,1573.0576,237.6107,91.8,8.13,129134.8
2006-09-18,ADD,1573.0576,1818.1198,245.0622,92.14,8.91,129671.14
2006-09-22,ADD,1818.1198,2039.7872,221.6673,91.67,9.74,128821.84
2006-09-29,ADD,2039.7872,2361.8651,322.0779,93.14,10.91,131822.83
2006-10-04,REDUCE,2361.8651,2120.3723,-241.4928,94.08,10.63,134029.6
2006-10-06,ADD,2120.3723,2479.8285,359.4562,94.14,11.61,134162.66
2006-10-10,ADD,2479.8285,2859.5649,379.7364,94.32,12.71,134612.29
2006-10-16,ADD,2859.5649,3334.321,474.7561,95.42,14.14,137742.81
2006-10-18,ADD,3334.321,3628.0359,293.7148,95.24,15.04,137161.51
2006-10-19,ADD,3628.0359,3900.972,272.9361,95.4,15.7,137717.98
2006-10-20,ADD,3900.972,4186.9769,286.005,95.42,16.37,137799.74
2006-10-24,ADD,4186.9769,4666.8735,479.8966,96.14,17.48,140836.0
2006-10-25,ADD,4666.8735,4986.392,319.5185,96.47,18.16,142365.39
2006-10-26,ADD,4986.392,5366.1564,379.7644,96.77,18.92,143860.26
2006-10-27,REDUCE,5366.1564,4750.5505,-615.606,96.16,17.84,140605.24
2006-10-31,ADD,4750.5505,5213.8202,463.2698,96.08,19.18,140207.65
2006-11-01,REDUCE,5213.8202,4627.7858,-586.0344,95.43,18.14,136826.73
2006-11-03,ADD,4627.7858,5002.4022,374.6164,95.21,19.23,135794.03
2006-11-06,REDUCE,5002.4022,3783.9917,-1218.4106,96.28,16.86,141165.68
2006-11-07,ADD,3783.9917,4102.5724,318.5807,96.65,17.33,142564.18
2006-11-08,ADD,4102.5724,4407.187,304.6147,96.86,17.98,143422.4
2006-11-13,ADD,4407.187,4727.7803,320.5933,96.63,18.95,142408.13
2006-11-14,REDUCE,4727.7803,4481.118,-246.6623,97.35,18.5,145836.73
2006-11-15,ADD,4481.118,4856.9927,375.8747,97.63,19.15,147086.52
2006-11-16,ADD,4856.9927,5202.5805,345.5878,97.88,19.87,148305.73
2006-11-20,ADD,5202.5805,5562.5897,360.0092,97.97,20.0,148741.12
2006-11-22,ADD,5562.5897,5890.3725,327.7828,98.26,20.0,150370.1
2006-11-27,REDUCE,5890.3725,3992.0537,-1898.3188,96.52,17.87,140102.13
2006-11-29,REDUCE,3992.0537,3354.9116,-637.1421,97.95,16.83,145808.27
2006-11-30,ADD,3354.9116,3669.5225,314.6109,97.99,17.43,145948.82
2006-12-05,ADD,3669.5225,3887.322,217.7995,98.94,18.04,149454.17
2006-12-06,ADD,3887.322,4155.5816,268.2596,98.86,18.64,149128.73
2006-12-11,ADD,4155.5816,4601.8971,446.3155,98.9,19.91,149273.72
2006-12-13,ADD,4601.8971,4892.2595,290.3624,98.92,20.0,149402.04
2006-12-14,REDUCE,4892.2595,4647.2723,-244.9872,99.8,20.0,153666.27
2006-12-15,ADD,4647.2723,4903.5888,256.3165,99.8,20.0,153708.71
2006-12-20,ADD,4903.5888,5190.5402,286.9514,99.66,20.0,153021.02
2006-12-26,REDUCE,5190.5402,4792.4828,-398.0574,99.27,20.0,150982.97
2007-01-04,ADD,4792.4828,5077.3159,284.8331,99.33,20.0,151285.35
2007-01-05,REDUCE,5077.3159,4828.5617,-248.7542,98.54,20.0,147262.41
2007-01-16,ADD,4828.5617,5087.702,259.1403,100.24,20.0,155455.59
2007-01-22,ADD,5087.702,5393.9847,306.2828,99.83,20.0,153386.62
2007-01-25,REDUCE,5393.9847,4579.2979,-814.6868,99.75,20.0,152932.7
2007-02-02,ADD,4579.2979,4843.6934,264.3955,101.54,20.0,161120.56
2007-02-06,ADD,4843.6934,5134.0656,290.3722,101.59,20.0,161392.03
2007-02-08,ADD,5134.0656,5413.5855,279.5199,101.68,20.0,161860.19
2007-02-09,REDUCE,5413.5855,5095.9534,-317.6321,100.93,20.0,157760.56
2007-02-13,REDUCE,5095.9534,4691.645,-404.3084,101.43,20.0,160333.34
2007-02-15,ADD,4691.645,4965.6051,273.9601,102.23,20.0,164083.45
2007-02-20,ADD,4965.6051,5229.4487,263.8437,102.4,20.0,164919.07
2007-02-22,ADD,5229.4487,5525.4169,295.9682,102.28,20.0,164295.43
2007-02-27,REDUCE,5525.4169,1403.3634,-4122.0536,97.81,11.32,139616.66
2007-02-28,REDUCE,1403.3634,1151.936,-251.4274,98.82,10.97,141023.82
2007-03-06,REDUCE,1151.936,997.1503,-154.7857,97.95,9.93,140030.31
2007-03-12,ADD,997.1503,1133.3259,136.1756,98.86,10.26,140932.28
2007-03-13,REDUCE,1133.3259,1008.0646,-125.2613,96.94,9.58,138754.88
2007-03-21,REDUCE,1008.0646,904.3399,-103.7247,100.87,8.8,142718.96
2007-03-23,ADD,904.3399,1019.4678,115.1279,100.94,9.3,142782.65
2007-03-28,ADD,1019.4678,1161.6284,142.1607,99.83,9.9,141655.96
2007-04-02,ADD,1161.6284,1339.4683,177.8399,100.07,10.58,141933.98
2007-04-09,ADD,1339.4683,1517.7816,178.3132,101.68,11.21,144083.85
