date,action,old_pos,new_pos,delta,price,forecast,equity
2007-04-11,ADD,1517.7816,1674.4334,156.6518,101.38,11.78,143635.06
2007-04-17,ADD,1674.4334,1887.6609,213.2276,103.54,12.54,147253.74
2007-04-19,ADD,1887.6609,2142.6635,255.0026,103.64,13.45,147439.78
2007-04-24,ADD,2142.6635,2314.6724,172.0088,104.27,14.13,148782.15
2007-04-27,ADD,2314.6724,2600.718,286.0456,105.26,15.12,151079.66
2007-05-04,ADD,2600.718,2935.8852,335.1672,106.24,16.36,153624.42
2007-05-07,ADD,2935.8852,3144.5205,208.6352,106.26,16.96,153686.51
2007-05-09,ADD,3144.5205,3503.0443,358.5239,106.41,18.1,154151.19
2007-05-10,REDUCE,3503.0443,3028.7852,-474.2592,105.3,16.82,150255.01
2007-05-11,REDUCE,3028.7852,2850.688,-178.0972,106.2,16.6,152984.15
2007-05-14,ADD,2850.688,3044.2349,193.5469,105.97,17.06,152321.87
2007-05-17,ADD,3044.2349,3426.553,382.3181,106.51,18.19,153972.03
2007-05-22,ADD,3426.553,3745.4096,318.8565,107.3,19.14,156673.65
2007-05-23,ADD,3745.4096,3968.7146,223.3051,107.31,19.79,156726.49
2007-05-24,REDUCE,3968.7146,3565.1123,-403.6023,106.34,18.79,152870.96
2007-05-29,ADD,3565.1123,3789.9759,224.8636,107.17,19.61,155832.29
2007-06-01,ADD,3789.9759,4021.355,231.3791,108.46,20.0,160741.35
2007-06-06,REDUCE,4021.355,3722.5692,-298.7858,106.89,19.53,154400.45
2007-06-07,REDUCE,3722.5692,2523.6958,-1198.8733,104.96,16.28,147220.07
2007-06-08,REDUCE,2523.6958,2065.431,-458.2648,106.32,15.07,150666.64
2007-06-11,ADD,2065.431,2221.2421,155.811,106.51,15.45,151044.66
2007-06-13,REDUCE,2221.2421,1751.8437,-469.3983,106.92,13.79,151967.26
2007-06-15,ADD,1751.8437,1895.1277,143.2839,108.22,14.18,154236.01
2007-06-19,ADD,1895.1277,2126.694,231.5663,108.36,15.04,154503.96
2007-06-20,REDUCE,2126.694,1898.6237,-228.0703,106.85,14.17,151301.36
2007-06-27,REDUCE,1898.6237,1604.8417,-293.782,106.33,13.2,150308.17
2007-06-29,ADD,1604.8417,1812.4903,207.6486,106.35,13.84,150342.15
2007-07-05,ADD,1812.4903,1969.5222,157.0319,107.59,14.31,152584.68
2007-07-09,ADD,1969.5222,2152.1269,182.6046,108.24,14.94,153865.64
2007-07-10,REDUCE,2152.1269,1895.3009,-256.8259,106.7,13.99,150548.74
2007-07-12,REDUCE,1895.3009,1589.6038,-305.6971,109.15,12.91,155198.2
2007-07-16,ADD,1589.6038,1820.3893,230.7855,109.46,13.71,155692.8
2007-07-18,ADD,1820.3893,2034.6924,214.3031,109.21,14.55,155229.48
2007-07-24,REDUCE,2034.6924,1741.2968,-293.3955,106.97,13.5,150669.44
2007-07-26,REDUCE,1741.2968,1329.6295,-411.6674,104.65,11.81,146631.53
2007-07-27,REDUCE,1329.6295,1157.5164,-172.113,102.59,11.06,143896.06
2007-07-30,REDUCE,1157.5164,976.9072,-180.6093,104.2,10.18,145753.69
2007-08-03,REDUCE,976.9072,821.49,-155.4172,101.66,8.91,143281.19
2007-08-06,REDUCE,821.49,704.2794,-117.2107,103.37,8.25,144680.82
2007-08-09,REDUCE,704.2794,546.6817,-157.5977,102.79,7.04,144272.55
2007-08-29,REDUCE,546.6817,414.7302,-131.9515,103.6,5.36,144717.02
2007-09-14,ADD,414.7302,531.0816,116.3515,105.27,5.74,145408.97
2007-09-18,REDUCE,531.0816,402.0404,-129.0413,107.79,5.01,146745.67
2007-09-24,ADD,402.0404,511.0288,108.9884,107.75,5.75,146731.34
2007-09-28,ADD,511.0288,637.2398,126.2109,108.38,6.55,147054.4
2007-10-04,ADD,637.2398,778.4006,141.1609,109.41,7.43,147706.21
2007-10-10,ADD,778.4006,889.6299,111.2293,110.97,8.18,148922.68
2007-10-16,ADD,889.6299,1004.6451,115.0152,109.24,8.89,147380.74
2007-10-19,REDUCE,1004.6451,791.799,-212.846,106.32,7.91,144447.7
2007-10-30,ADD,791.799,911.8208,120.0218,108.72,8.43,146354.36
2007-11-01,REDUCE,911.8208,717.015,-194.8058,107.28,7.46,145039.56
2007-11-07,REDUCE,717.015,563.556,-153.459,105.07,6.51,143450.49
2007-11-13,REDUCE,563.556,386.3756,-177.1804,105.19,5.18,143518.54
2007-11-26,REDUCE,386.3756,308.4182,-77.9573,100.12,4.02,141561.66
2007-11-28,REDUCE,308.4182,210.0666,-98.3517,104.51,3.22,142915.59
2008-01-17,REDUCE,210.0666,100.9506,-109.116,95.28,1.18,140976.95
2008-01-23,REDUCE,100.9506,16.3613,-84.5892,95.59,0.2,141007.95
2008-01-30,FLIP,16.3613,-67.7986,-84.1599,96.34,-0.82,141020.22
2008-02-11,ADD,-67.7986,-165.9213,-98.1228,95.51,-2.03,141076.39
2008-02-20,ADD,-165.9213,-263.3302,-97.4089,97.06,-2.93,140819.27
2008-03-04,ADD,-263.3302,-387.9699,-124.6396,94.97,-3.96,141370.25
2008-03-10,ADD,-387.9699,-489.9235,-101.9536,91.41,-4.86,142752.74
2008-03-11,REDUCE,-489.9235,-303.5823,186.3412,94.69,-3.86,141143.37
2008-03-17,ADD,-303.5823,-415.2072,-111.6248,91.62,-4.84,142075.58
2008-03-18,REDUCE,-415.2072,-257.4746,157.7325,95.43,-3.82,140495.22
2008-04-15,ADD,-257.4746,-351.3819,-93.9072,95.62,-4.44,140445.65
2008-05-07,REDUCE,-351.3819,-261.9978,89.3841,100.13,-3.08,138862.04
2008-06-06,REDUCE,-261.9978,-138.7208,123.277,97.81,-1.63,139469.34
2008-06-19,ADD,-138.7208,-247.0232,-108.3024,96.47,-2.47,139655.5
2008-06-27,ADD,-247.0232,-348.7281,-101.7049,91.98,-3.45,140763.85
2008-07-03,ADD,-348.7281,-483.7525,-135.0244,91.1,-4.53,141070.7
2008-07-14,ADD,-483.7525,-639.8198,-156.0672,88.51,-5.99,142323.23
2008-07-16,REDUCE,-639.8198,-539.2767,100.543,89.4,-5.72,141751.03
2008-07-25,ADD,-539.2767,-639.6172,-100.3405,90.5,-6.66,141159.84
2008-07-30,REDUCE,-639.6172,-521.2787,118.3385,92.7,-6.13,139752.83
2008-08-04,ADD,-521.2787,-617.6412,-96.3625,90.15,-6.79,141083.74
2008-08-05,REDUCE,-617.6412,-489.7717,127.8695,92.58,-6.03,139582.54
2008-08-20,ADD,-489.7717,-599.0926,-109.3209,92.01,-6.6,139858.05
2008-09-09,REDUCE,-599.0926,-465.6112,133.4814,88.87,-5.88,141741.95
2008-09-15,REDUCE,-465.6112,-369.5544,96.0568,86.61,-5.34,142793.05
2008-09-18,REDUCE,-369.5544,-289.7847,79.7697,86.6,-4.85,142798.38
2008-09-19,REDUCE,-289.7847,-229.836,59.9487,90.04,-4.34,141801.77
2008-09-26,ADD,-229.836,-295.645,-65.809,87.67,-5.1,142346.96
2008-09-29,REDUCE,-295.645,-218.3233,77.3217,80.8,-4.47,144377.92
2008-10-07,ADD,-218.3233,-294.4934,-76.17,72.56,-5.69,146175.46
2008-10-09,ADD,-294.4934,-361.1975,-66.7041,65.79,-6.67,148168.61
2008-10-10,ADD,-361.1975,-429.1369,-67.9395,64.2,-7.47,148745.03
2008-10-13,REDUCE,-429.1369,-140.4644,288.6726,73.52,-4.34,144744.84
2008-10-17,ADD,-140.4644,-180.8691,-40.4047,67.62,-5.38,145574.26
2008-10-23,ADD,-180.8691,-217.5803,-36.7112,66.51,-6.23,145773.69
2008-10-27,ADD,-217.5803,-293.4502,-75.8698,60.9,-7.48,146995.33
2008-10-28,REDUCE,-293.4502,-177.8923,115.5578,68.01,-5.87,144907.06
2008-11-05,ADD,-177.8923,-223.1602,-45.2679,69.78,-6.87,144593.48
2008-11-10,ADD,-223.1602,-268.5205,-45.3603,67.19,-7.67,145169.78
2008-11-12,ADD,-268.5205,-342.4894,-73.9689,62.25,-8.79,146496.29
2008-11-13,REDUCE,-342.4894,-288.3098,54.1796,66.14,-8.09,145167.09
2008-11-17,ADD,-288.3098,-357.203,-68.8932,62.0,-9.16,146359.21
2008-11-19,ADD,-357.203,-405.3185,-48.1154,59.12,-9.93,147387.91
2008-11-20,ADD,-405.3185,-462.5517,-57.2332,54.73,-10.68,149166.73
2008-11-21,REDUCE,-462.5517,-408.9638,53.5878,57.68,-10.08,147801.09
2008-11-24,REDUCE,-408.9638,-330.7038,78.26,61.68,-9.15,146166.47
2008-12-04,ADD,-330.7038,-372.8818,-42.178,61.88,-10.04,146101.69
2008-12-11,ADD,-372.8818,-425.5621,-52.6803,63.79,-10.78,145387.61
2008-12-15,ADD,-425.5621,-474.4964,-48.9344,63.65,-11.39,145446.25
2008-12-16,REDUCE,-474.4964,-425.343,49.1534,66.65,-10.75,144024.7
2008-12-18,ADD,-425.343,-489.2503,-63.9073,64.77,-11.56,144823.83
2008-12-22,ADD,-489.2503,-564.8428,-75.5924,63.67,-12.4,145364.45
2008-12-24,ADD,-564.8428,-638.0515,-73.2087,63.37,-13.16,145529.67
2008-12-29,ADD,-638.0515,-704.9303,-66.8788,63.56,-13.85,145413.04
2009-01-02,REDUCE,-704.9303,-654.9626,49.9677,67.98,-13.33,142294.19
2009-01-07,ADD,-654.9626,-739.4264,-84.4638,66.31,-14.1,143390.99
2009-01-09,ADD,-739.4264,-828.4906,-89.0642,65.15,-14.81,144245.39
2009-01-12,ADD,-828.4906,-892.2536,-63.763,63.59,-15.31,145541.97
2009-01-14,ADD,-892.2536,-1003.5991,-111.3455,61.7,-16.17,147225.41
2009-01-15,ADD,-1003.5991,-1073.9226,-70.3235,61.72,-16.63,147203.43
2009-01-21,REDUCE,-1073.9226,-943.8705,130.0521,61.47,-15.49,147478.24
2009-01-23,ADD,-943.8705,-1053.7593,-109.8888,60.78,-16.49,148127.09
2009-01-30,ADD,-1053.7593,-1123.1655,-69.4062,60.57,-17.05,148342.83
2009-02-02,ADD,-1123.1655,-1205.8335,-82.668,60.39,-17.59,148548.21
2009-02-04,ADD,-1205.8335,-1286.0475,-80.2141,60.94,-18.2,147886.82
2009-02-06,REDUCE,-1286.0475,-1185.1379,100.9096,63.61,-17.45,144454.08
2009-02-11,ADD,-1185.1379,-1258.7659,-73.628,61.14,-17.85,147383.49
2009-02-13,ADD,-1258.7659,-1414.1006,-155.3346,60.52,-18.92,148156.74
2009-02-18,ADD,-1414.1006,-1550.034,-135.9335,57.79,-19.56,152014.03
2009-02-19,ADD,-1550.034,-1645.6194,-95.5853,57.17,-20.0,152977.51
2009-02-23,ADD,-1645.6194,-1757.6506,-112.0312,54.59,-20.0,157225.63
2009-02-24,REDUCE,-1757.6506,-1614.5274,143.1231,56.66,-19.77,153588.06
2009-02-26,ADD,-1614.5274,-1723.1777,-108.6502,55.3,-20.0,155784.17
2009-03-02,ADD,-1723.1777,-1834.6704,-111.4927,51.63,-20.0,162110.12
2009-03-03,ADD,-1834.6704,-1951.1318,-116.4615,51.24,-20.0,162821.24
2009-03-09,ADD,-1951.1318,-2056.0695,-104.9376,49.81,-20.0,165617.82
2009-03-10,REDUCE,-2056.0695,-1678.2949,377.7745,52.78,-20.0,159513.3
2009-03-12,REDUCE,-1678.2949,-1478.783,199.5119,55.21,-19.44,155426.29
2009-03-18,REDUCE,-1478.783,-1394.1405,84.6426,58.45,-19.14,150635.52
2009-03-20,ADD,-1394.1405,-1540.1531,-146.0127,56.5,-20.0,153358.63
2009-03-23,REDUCE,-1540.1531,-1009.918,530.2351,60.56,-16.1,147108.3
2009-03-27,ADD,-1009.918,-1079.7624,-69.8444,60.11,-16.74,147562.03
2009-03-31,ADD,-1079.7624,-1165.755,-85.9927,58.57,-17.1,149224.16
2009-04-02,REDUCE,-1165.755,-1064.6312,101.1238,61.45,-16.29,145866.99
2009-04-07,ADD,-1064.6312,-1170.093,-105.4618,60.14,-16.94,147262.71
2009-04-09,REDUCE,-1170.093,-1034.4899,135.6032,63.2,-15.7,143677.59
2009-04-15,ADD,-1034.4899,-1127.5887,-93.0988,62.79,-16.19,144104.29
2009-04-28,ADD,-1127.5887,-1237.7018,-110.1132,63.02,-16.1,143838.51
2009-05-04,REDUCE,-1237.7018,-1086.5293,151.1725,66.94,-14.71,138997.91
2009-06-01,REDUCE,-1086.5293,-913.6056,172.9237,69.8,-11.51,135884.89
2009-06-08,ADD,-913.6056,-1001.6886,-88.083,69.35,-11.42,136295.37
2009-06-12,ADD,-1001.6886,-1101.7267,-100.038,70.03,-11.41,135616.6
2009-06-25,REDUCE,-1101.7267,-974.538,127.1887,68.2,-9.91,137628.89
2009-07-08,ADD,-974.538,-1093.9648,-119.4268,65.18,-9.95,140573.98
2009-07-15,REDUCE,-1093.9648,-816.0721,277.8926,69.08,-8.42,136311.85
2009-08-03,REDUCE,-816.0721,-654.5727,161.4994,74.39,-6.03,131971.86
2009-08-11,REDUCE,-654.5727,-513.876,140.6967,73.87,-4.44,132316.08
2009-08-17,REDUCE,-513.876,-341.261,172.615,72.82,-3.14,132856.58
2009-08-21,REDUCE,-341.261,-225.7445,115.5165,76.27,-2.12,131678.67
2009-08-28,REDUCE,-225.7445,-100.7677,124.9769,76.57,-0.83,131610.11
2009-09-08,REDUCE,-100.7677,33.6518,134.4194,76.25,0.29,131642.96
2009-09-14,ADD,33.6518,176.4609,142.8092,77.98,1.44,131701.28
2009-09-17,ADD,176.4609,307.2531,130.7922,79.37,2.45,131947.01
2009-09-22,ADD,307.2531,483.5201,176.267,79.68,3.61,132042.58
2009-09-30,ADD,483.5201,638.8389,155.3188,78.58,4.89,131510.02
2009-10-01,REDUCE,638.8389,508.844,-129.9949,76.63,4.4,130264.37
2009-10-09,ADD,508.844,627.5453,118.7013,79.82,5.33,131888.95
2009-10-15,ADD,627.5453,773.8615,146.3161,81.65,6.38,133033.19
2009-10-20,ADD,773.8615,914.9516,141.0901,81.28,7.29,132745.2
2009-10-29,REDUCE,914.9516,742.7109,-172.2406,79.37,6.98,131002.05
2009-10-30,REDUCE,742.7109,612.2202,-130.4907,77.07,6.27,129294.07
2009-11-13,ADD,612.2202,724.1154,111.8952,81.58,7.16,132055.19
2009-11-18,ADD,724.1154,834.5775,110.4621,82.81,7.89,132944.36
2009-11-25,ADD,834.5775,995.6877,161.1101,82.89,8.91,133012.68
2009-12-04,ADD,995.6877,1132.5323,136.8446,82.62,9.78,132738.53
2009-12-09,ADD,1132.5323,1258.8546,126.3223,81.88,10.41,131904.08
2009-12-14,ADD,1258.8546,1424.6501,165.7955,83.26,11.13,133637.29
2009-12-16,ADD,1424.6501,1588.755,164.105,83.0,11.83,133266.16
2009-12-23,ADD,1588.755,1756.4616,167.7066,83.76,12.55,134487.23
2009-12-28,ADD,1756.4616,1968.7535,212.2919,84.34,13.36,135499.24
2009-12-30,ADD,1968.7535,2221.9832,253.2296,84.19,14.3,135204.63
2010-01-04,REDUCE,2221.9832,1787.0401,-434.9431,84.8,13.0,136551.24
2010-01-05,ADD,1787.0401,1940.2562,153.2161,85.02,13.45,136952.38
2010-01-07,ADD,1940.2562,2182.7352,242.479,85.44,14.38,137765.36
2010-01-11,ADD,2182.7352,2485.2334,302.4982,85.84,15.43,138647.25
2010-01-19,REDUCE,2485.2334,2175.9353,-309.2981,86.09,14.8,139260.99
2010-01-21,REDUCE,2175.9353,1752.7661,-423.1692,83.58,13.25,133790.53
2010-01-22,REDUCE,1752.7661,1421.555,-331.2111,81.71,12.03,130524.98
2010-02-01,REDUCE,1421.555,1291.3549,-130.2,81.6,11.29,130365.44
2010-02-04,REDUCE,1291.3549,963.6499,-327.7051,79.64,9.49,127833.94
2010-02-25,ADD,963.6499,1110.4711,146.8212,82.81,9.55,130883.87
2010-03-03,ADD,1110.4711,1285.5219,175.0509,84.03,10.23,132238.22
2010-03-09,ADD,1285.5219,1441.8963,156.3744,85.64,10.91,134315.86
2010-03-11,ADD,1441.8963,1611.5787,169.6823,86.38,11.63,135383.89
2010-03-15,ADD,1611.5787,1833.6173,222.0386,86.41,12.5,135432.14
2010-03-18,ADD,1833.6173,2116.1976,282.5803,87.57,13.58,137558.7
2010-03-23,ADD,2116.1976,2336.0129,219.8153,88.21,14.52,138910.04
2010-03-25,ADD,2336.0129,2532.8048,196.7919,87.64,15.25,137576.29
2010-03-29,ADD,2532.8048,2751.3551,218.5503,88.14,16.07,138851.23
2010-03-30,ADD,2751.3551,2958.0241,206.669,88.2,16.66,139016.64
2010-04-05,ADD,2958.0241,3139.0945,181.0704,89.23,17.35,142039.05
2010-04-06,ADD,3139.0945,3393.7525,254.658,89.44,18.01,142699.34
2010-04-09,ADD,3393.7525,3639.8678,246.1153,89.82,18.94,143999.75
2010-04-12,ADD,3639.8678,3931.9055,292.0377,89.96,19.66,144519.44
2010-04-16,REDUCE,3931.9055,3038.0152,-893.8902,89.68,17.37,143396.82
2010-04-21,ADD,3038.0152,3268.4654,230.4502,90.65,18.39,146364.07
2010-04-23,ADD,3268.4654,3557.816,289.3506,91.52,19.35,149187.97
2010-04-27,REDUCE,3557.816,2215.1454,-1342.6706,89.01,15.3,140286.84
2010-04-29,REDUCE,2215.1454,2004.6307,-210.5147,90.8,14.93,144247.86
2010-04-30,REDUCE,2004.6307,1790.5052,-214.1254,89.26,13.99,141160.3
2010-05-03,REDUCE,1790.5052,1650.5173,-139.9879,90.42,13.6,143231.93
2010-05-04,REDUCE,1650.5173,1358.6394,-291.8779,88.29,12.23,139722.61
2010-05-06,REDUCE,1358.6394,1013.7724,-344.867,84.85,10.6,135047.56
2010-05-10,REDUCE,1013.7724,543.5132,-470.2592,87.27,7.8,137500.05
2010-05-17,ADD,543.5132,625.802,82.2888,85.61,8.08,136597.62
2010-05-21,REDUCE,625.802,514.4755,-111.3264,81.98,7.04,134322.01
2010-05-27,REDUCE,514.4755,408.836,-105.6396,83.21,5.9,134959.78
2010-06-04,REDUCE,408.836,336.2298,-72.6061,80.25,4.95,133749.56
2010-06-15,REDUCE,336.2298,263.3619,-72.8679,84.15,3.94,135058.09
2010-07-19,REDUCE,263.3619,180.7177,-82.6442,80.99,2.19,134227.15
2010-08-10,ADD,180.7177,288.1008,107.3831,84.83,2.93,134921.52
2010-08-30,REDUCE,288.1008,182.0054,-106.0954,79.5,1.72,133383.93
2010-09-22,ADD,182.0054,301.6451,119.6396,86.08,2.72,134581.61
2010-10-01,ADD,301.6451,440.9573,139.3122,86.98,3.77,134854.02
2010-10-11,ADD,440.9573,578.2511,137.2939,88.53,4.8,135536.72
2010-10-14,ADD,578.2511,719.8516,141.6005,89.14,5.64,135892.21
2010-10-21,ADD,719.8516,870.4317,150.5801,89.65,6.66,136258.23
2010-10-25,ADD,870.4317,1016.835,146.4034,90.08,7.38,136634.75
2010-10-27,ADD,1016.835,1172.8556,156.0205,89.84,8.11,136387.8
2010-10-29,ADD,1172.8556,1354.1577,181.3022,89.92,8.89,136485.72
2010-11-03,ADD,1354.1577,1591.1716,237.0138,91.03,9.9,137986.16
2010-11-04,REDUCE,1591.1716,1254.1585,-337.013,92.79,8.91,140775.61
2010-11-08,ADD,1254.1585,1486.5095,232.351,92.96,9.89,140994.58
2010-11-11,ADD,1486.5095,1667.4803,180.9708,92.32,10.85,140035.58
2010-11-16,REDUCE,1667.4803,1395.765,-271.7153,89.67,10.14,135631.74
2010-11-24,REDUCE,1395.765,1170.4444,-225.3205,91.22,9.53,137792.62
2010-12-01,REDUCE,1170.4444,978.9772,-191.4672,91.84,8.76,138512.19
2010-12-06,ADD,978.9772,1114.7492,135.772,93.17,9.43,139812.37
2010-12-08,ADD,1114.7492,1264.4044,149.6552,93.56,10.18,140252.28
2010-12-10,ADD,1264.4044,1417.8324,153.428,94.47,10.92,141403.8
2010-12-14,ADD,1417.8324,1633.4512,215.6188,94.61,11.87,141608.24
2010-12-17,ADD,1633.4512,1902.4359,268.9846,94.83,13.04,141959.93
2010-12-21,ADD,1902.4359,2114.042,211.6062,95.66,13.91,143541.92
2010-12-23,ADD,2114.042,2418.0669,304.0249,95.82,15.0,143880.63
2010-12-28,ADD,2418.0669,2750.1569,332.09,96.0,16.22,144304.85
2010-12-29,ADD,2750.1569,2940.3788,190.2219,96.07,16.85,144493.79
2010-12-31,ADD,2940.3788,3299.2474,358.8686,95.94,18.05,144112.42
2011-01-03,REDUCE,3299.2474,3107.7231,-191.5243,96.93,17.63,147384.66
2011-01-04,ADD,3107.7231,3374.2081,266.485,96.87,18.27,147218.64
2011-01-06,ADD,3374.2081,3727.7533,353.5452,97.19,19.34,148273.93
2011-01-10,ADD,3727.7533,3980.4044,252.6511,96.87,20.0,147108.07
2011-01-18,ADD,3980.4044,4291.8536,311.4492,98.81,20.0,154821.23
2011-01-19,REDUCE,4291.8536,3983.0439,-308.8097,97.84,20.0,150662.91
2011-01-25,ADD,3983.0439,4271.7778,288.7339,98.55,20.0,153458.47
2011-01-27,ADD,4271.7778,4514.4822,242.7044,99.17,20.0,156130.94
2011-01-28,REDUCE,4514.4822,3526.2944,-988.1878,97.44,19.64,148312.6
2011-01-31,REDUCE,3526.2944,3309.7037,-216.5907,98.17,19.56,150895.42
2011-02-01,REDUCE,3309.7037,2721.6185,-588.0853,99.74,17.67,156096.85
2011-02-02,ADD,2721.6185,2969.4129,247.7945,99.55,18.22,155577.75
2011-02-03,ADD,2969.4129,3138.9573,169.5443,99.77,18.84,156234.69
2011-02-04,ADD,3138.9573,3336.3432,197.386,100.06,19.47,157120.71
2011-02-08,ADD,3336.3432,3594.4898,258.1466,101.14,20.0,160735.19
2011-02-11,ADD,3594.4898,3812.3895,217.8996,101.55,20.0,162215.99
2011-02-15,ADD,3812.3895,4029.1343,216.7448,101.48,20.0,161924.98
2011-02-18,ADD,4029.1343,4325.7759,296.6417,102.63,20.0,166597.41
2011-02-22,REDUCE,4325.7759,3270.3633,-1055.4126,100.57,19.59,157686.88
2011-02-25,REDUCE,3270.3633,3072.8889,-197.4744,100.96,19.7,158934.38
2011-03-01,REDUCE,3072.8889,2655.5616,-417.3273,99.89,18.04,155652.32
2011-03-03,REDUCE,2655.5616,2227.0778,-428.4837,101.83,16.8,160798.26
2011-03-09,ADD,2227.0778,2454.6201,227.5423,101.0,17.49,158963.31
2011-03-10,REDUCE,2454.6201,2076.7194,-377.9006,99.13,16.07,154375.24
2011-03-16,REDUCE,2076.7194,1846.7119,-230.0076,96.26,15.26,148418.04
2011-03-17,REDUCE,1846.7119,1622.7246,-223.9873,97.54,14.41,150770.91
2011-03-21,REDUCE,1622.7246,1511.2883,-111.4362,99.41,13.69,153808.45
2011-03-23,ADD,1511.2883,1677.5622,166.2739,99.35,14.26,153715.79
2011-03-28,ADD,1677.5622,1852.2079,174.6457,100.36,14.84,155412.58
2011-03-31,ADD,1852.2079,2062.4565,210.2485,101.59,15.58,157697.52
2011-04-04,ADD,2062.4565,2285.2648,222.8083,102.11,16.41,158756.27
2011-04-06,ADD,2285.2648,2540.2118,254.947,102.41,17.33,159456.71
2011-04-08,ADD,2540.2118,2790.8807,250.6689,101.8,18.17,157899.59
2011-04-13,ADD,2790.8807,3017.2733,226.3926,100.73,19.05,154905.79
2011-04-15,ADD,3017.2733,3281.3432,264.0699,101.17,19.79,156246.77
2011-04-18,REDUCE,3281.3432,3074.9899,-206.3533,100.04,19.03,152525.54
2011-04-20,REDUCE,3074.9899,2612.6104,-462.3795,101.98,17.61,158510.24
2011-04-25,ADD,2612.6104,2941.1828,328.5724,102.4,18.37,159591.23
2011-04-28,ADD,2941.1828,3185.3768,244.1941,104.29,18.99,165157.58
2011-04-29,ADD,3185.3768,3389.2532,203.8764,104.54,19.59,165938.74
2011-05-03,ADD,3389.2532,3600.4182,211.165,104.0,20.0,164120.72
2011-05-06,REDUCE,3600.4182,3409.0908,-191.3274,102.83,20.0,159900.02
2011-05-18,REDUCE,3409.0908,3230.2517,-178.8392,102.95,19.5,160317.88
2011-05-19,ADD,3230.2517,3444.349,214.0973,103.2,19.92,161109.75
2011-05-23,REDUCE,3444.349,3088.6237,-355.7253,101.19,18.87,154195.32
2011-05-26,ADD,3088.6237,3289.3831,200.7594,101.91,19.46,156419.87
2011-06-01,REDUCE,3289.3831,2147.8887,-1141.4944,101.04,15.3,153571.82
2011-06-10,REDUCE,2147.8887,1993.8692,-154.0195,97.77,14.52,146544.42
2011-06-14,REDUCE,1993.8692,1742.0308,-251.8384,99.09,13.47,149172.18
2011-06-15,REDUCE,1742.0308,1566.4399,-175.5909,97.33,12.53,146102.1
2011-06-21,REDUCE,1566.4399,1408.8021,-157.6378,99.68,11.55,149789.02
2011-06-28,REDUCE,1408.8021,1276.918,-131.884,99.8,10.59,149962.59
2011-07-11,REDUCE,1276.918,1156.5385,-120.3796,101.62,9.94,152283.08
2011-07-15,ADD,1156.5385,1288.6951,132.1567,101.4,10.49,152033.75
2011-07-19,REDUCE,1288.6951,1130.1422,-158.5529,102.21,9.79,153065.75
2011-07-26,ADD,1130.1422,1305.6303,175.488,102.67,10.45,153587.87
2011-07-27,REDUCE,1305.6303,1085.6162,-220.014,100.57,9.49,150843.21
2011-08-02,REDUCE,1085.6162,932.5215,-153.0947,96.63,8.61,146571.51
2011-08-04,REDUCE,932.5215,502.4361,-430.0854,92.6,6.13,142816.02
2011-08-08,REDUCE,502.4361,268.0179,-234.4182,86.44,4.24,139720.91
2011-08-09,REDUCE,268.0179,166.6675,-101.3504,90.46,3.27,140798.22
2011-08-11,REDUCE,166.6675,107.6323,-59.0352,90.35,2.41,140778.97
2011-08-23,REDUCE,107.6323,55.0795,-52.5528,89.66,1.17,140705.21
2011-09-12,REDUCE,55.0795,-0.7771,-55.8566,89.84,-0.01,140714.96
2011-09-29,ADD,-0.7771,-65.9021,-65.125,89.82,-1.1,140714.97
2011-11-11,REDUCE,-65.9021,-5.2508,60.6513,98.04,-0.09,140173.77
2012-01-04,FLIP,-5.2508,73.5816,78.8325,99.47,0.99,140166.25
2012-01-12,ADD,73.5816,166.4016,92.82,100.88,1.95,140269.99
2012-01-20,ADD,166.4016,278.3448,111.9432,102.78,2.97,140586.24
2012-01-26,ADD,278.3448,402.9807,124.636,102.72,3.97,140571.07
2012-01-31,ADD,402.9807,522.3106,119.3299,102.29,4.77,140395.31
2012-02-06,ADD,522.3106,643.335,121.0244,104.73,5.71,141668.68
2012-02-08,ADD,643.335,769.4904,126.1553,105.3,6.49,142039.5
2012-02-13,ADD,769.4904,902.2069,132.7165,105.43,7.38,142141.41
2012-02-15,ADD,902.2069,1029.7128,127.5059,104.81,8.08,141579.23
2012-02-21,ADD,1029.7128,1196.9838,167.2711,106.3,9.05,143111.14
2012-02-23,ADD,1196.9838,1349.2643,152.2805,106.42,9.85,143260.34
2012-02-27,ADD,1349.2643,1576.0307,226.7663,106.84,10.86,143817.36
2012-02-29,ADD,1576.0307,1772.8673,196.8366,106.73,11.73,143645.47
2012-03-02,ADD,1772.8673,1962.2566,189.3893,106.95,12.56,144045.89
2012-03-06,REDUCE,1962.2566,1650.4613,-311.7953,104.96,11.69,140133.15
2012-03-12,ADD,1650.4613,1811.4473,160.986,107.16,12.53,143771.26
2012-03-13,REDUCE,1811.4473,1428.8544,-382.5929,109.1,11.24,147270.52
2012-03-14,ADD,1428.8544,1564.8231,135.9687,108.98,11.74,147103.56
2012-03-16,ADD,1564.8231,1779.1891,214.366,109.76,12.73,148328.36
2012-03-20,ADD,1779.1891,2007.2165,228.0274,109.87,13.73,148523.2
2012-03-23,ADD,2007.2165,2191.6392,184.4227,109.25,14.76,147282.72
2012-03-26,REDUCE,2191.6392,1931.2659,-260.3733,110.79,13.94,150643.27
2012-03-28,ADD,1931.2659,2120.0536,188.7877,109.89,14.66,148920.88
2012-03-30,ADD,2120.0536,2336.3457,216.2921,110.16,15.63,149484.79
